email_text,category
"Hey Priya, following up on the onboarding flow status — are we still on track for Wednesday? Thanks!",work
"Hey Sara, join us for the community event this Saturday at the park!",social
Get 50% off our summer collection today only! Shop now before it's gone. Talk soon.,promotional
"Hey Lena, act now! You qualify for a free smartwatch. No purchase necessary, click here immediately. Best regards.",spam
"Hey Maria, exclusive member discount: 70% off your next purchase at Acme Corp.",promotional
FYI - join the local book club meeting this Tuesday evening at the library.,social
"Hi John, exclusive member discount: 70% off your next purchase at Wonka Industries. Talk soon.",promotional
FYI - thanks for shopping with Umbrella Inc! Here's a 40% coupon for your next order. Let me know.,promotional
"FYI - you've been invited to Omar's event, tap to RSVP.",social
FYI - join us for the community event this Saturday at the park! Best regards.,social
"FYI - hey, are we still on for dinner this weekend? Let me know.",personal
"Happy birthday! Hope you have an amazing day, let's celebrate this weekend. Let me know.",personal
FYI - you have a new friend request on Wonka Industries Social. Thanks!,social
"Hi Priya, reminder: your annual review with HR is scheduled for Thursday at 4:30 PM. Talk soon.",important
New newsletter from Wayne Enterprises: top picks and deals just for you this week.,promotional
"Hello, uRGENT: You have been selected to receive $1000 cash prize. Claim before it expires! Cheers.",spam
URGENT: You have been selected to receive $500 cash prize. Claim before it expires! Talk soon.,spam
"FYI - you've been invited to Lena's event, tap to RSVP. Cheers.",social
"Flash sale: 50% off everything at Globex store, this weekend only. Best regards.",promotional
"Hey John, fINAL NOTICE: Claim your unclaimed prize of $10,000 now or lose it forever! Cheers.",spam
"Hello, free gift card waiting for you! Just click and confirm your shipping address to claim.",spam
Quick note: i've attached the presentation deck for your review. Let's discuss it in tomorrow's sync. Thanks!,work
Quick note: team standup is at 3 PM today. Please share your updates in the channel.,work
FYI - following up on the mobile app status — are we still on track for next week? Cheers.,work
"Hi Ahmed, hey, I found that recipe you were asking about, sending it over now. Let me know.",personal
"You have 5 new notifications waiting for you, tap to view.",social
"Hello, you've been chosen for an exclusive $750 reward. Click the link below before midnight! Thanks!",spam
Reminder: the mobile app deadline is Thursday. Let me know if you need an extension. Best regards.,work
FYI - exclusive member discount: 70% off your next purchase at Wonka Industries. Cheers.,promotional
"FYI - your payment for Globex could not be processed, please update your billing info.",important
"Hello, aLERT: Your account has won a special bonus of $5,000. Verify your details to claim now. Cheers.",spam
"Hey Sara, reminder: the neighborhood cleanup event is this Tuesday morning. Talk soon.",social
"Quick note: sara commented on your recent post, come see what they said! Talk soon.",social
"Hey Sam, thanks for helping me move last weekend, I really appreciate it! Let me know.",personal
FYI - can you send me the latest version of the quarterly report by end of day?,work
"Hello, action required: your password will expire in 24 hours, please reset it now.",important
"Hello, team standup is at 2 PM today. Please share your updates in the channel. Talk soon.",work
FYI - new arrivals just landed! Check out our latest fall collection now. Cheers.,promotional
"Hi Chen, reminder: the neighborhood cleanup event is this next week morning. Talk soon.",social
"Hello, let's schedule a call to align on the mobile app roadmap this Tuesday. Let me know.",work
FYI - reminder: your annual review with HR is scheduled for Tuesday at 11:15 AM. Let me know.,important
"Hi Sara, join the local book club meeting this Thursday evening at the library. Cheers.",social
"Hello, please find attached the meeting notes for the mobile app project, feedback welcome. Best regards.",work
FYI - congratulations! You have won a $750 gift card. Click this link to claim your reward now! Thanks!,spam
"Hey Ahmed, please review the budget spreadsheet before our meeting on Tuesday. Let me know.",work
"Hi Maria, hot singles in your area want to chat with you now, click to view profiles!",spam
"Hi Priya, we detected unusual sign-in activity on your account, please confirm it was you. Talk soon.",important
"Hi Omar, it was great catching up yesterday, let's do it again soon! Let me know.",personal
"Hey Fatima, jordan tagged you in a photo, check it out now. Thanks!",social
"Final reminder: your tax documents are due by Wednesday, please submit them soon. Thanks!",important
"Hi Grace, reminder: the neighborhood cleanup event is this Thursday morning. Let me know.",social
"Can't wait for the weekend hike, what time should we meet up? Thanks!",personal
"Quick note: act now! You qualify for a free smartwatch. No purchase necessary, click here immediately. Cheers.",spam
"Hey Priya, grace tagged you in a photo, check it out now.",social
"Hi Sara, you've been chosen for an exclusive $1000 reward. Click the link below before midnight! Thanks!",spam
"Hello, uRGENT: You have been selected to receive $250 cash prize. Claim before it expires! Talk soon.",spam
"Hi Chen, thanks for helping me move last weekend, I really appreciate it! Talk soon.",personal
"Hello, your flight on Thursday has been rescheduled, please review the new itinerary. Talk soon.",important
Quick note: new arrivals just landed! Check out our latest fall collection now. Cheers.,promotional
"Hi John, aLERT: Your account has won a special bonus of $750. Verify your details to claim now. Cheers.",spam
You have a new friend request on Nakatomi Trading Social. Thanks!,social
"Hi Fatima, i've attached the quarterly report for your review. Let's discuss it in tomorrow's sync. Best regards.",work
"Hello, hot singles in your area want to chat with you now, click to view profiles! Thanks!",spam
"Quick note: you've been invited to Sam's event, tap to RSVP. Let me know.",social
"Hello, we detected unusual sign-in activity on your account, please confirm it was you. Best regards.",important
"Hello, umbrella Inc Rewards: you've earned points! Redeem them for 70% off today. Cheers.",promotional
"Hello, please review the budget spreadsheet before our meeting on next week. Let me know.",work
"FYI - please find attached the project plan for the onboarding flow project, feedback welcome. Let me know.",work
Let's schedule a call to align on the Q3 launch roadmap this Friday. Let me know.,work
Join the local book club meeting this Tuesday evening at the library. Talk soon.,social
"Hello, important: changes to your health insurance plan take effect on Tuesday. Best regards.",important
"Hello, please find attached the budget spreadsheet for the website redesign project, feedback welcome. Cheers.",work
"Hi Lena, it was great catching up yesterday, let's do it again soon! Cheers.",personal
"Hello, you won! Enter your bank details to receive your $500 winnings instantly. Best regards.",spam
Reminder: the neighborhood cleanup event is this Monday morning. Cheers.,social
Quick note: your account requires immediate verification due to a security issue. Let me know.,important
"Quick note: hi John, it was great catching up yesterday, let's do it again soon! Let me know.",personal
Weekly digest: see what your friends have been up to this week.,social
"Final reminder: your tax documents are due by Friday, please submit them soon. Talk soon.",important
Let's schedule a call to align on the migration roadmap this Tuesday. Cheers.,work
"Hey Ahmed, flash sale: 10% off everything at Stark Industries store, this weekend only.",promotional
Quick note: can you send me the latest version of the quarterly report by end of day? Thanks!,work
"Hi Grace, join the local book club meeting this Wednesday evening at the library. Best regards.",social
FYI - reminder: the neighborhood cleanup event is this Friday morning.,social
Let's schedule a call to align on the Q3 launch roadmap this Monday. Cheers.,work
Quick note: important: changes to your health insurance plan take effect on Friday. Thanks!,important
"Hi Sam, action required: your password will expire in 24 hours, please reset it now. Thanks!",important
"Hey Fatima, the meeting has been moved to 4:30 PM tomorrow. Please update your calendar. Thanks!",work
FYI - weekly digest: see what your friends have been up to this week. Cheers.,social
Exclusive member discount: 40% off your next purchase at Wonka Industries. Best regards.,promotional
"Hi Taylor, weekly digest: see what your friends have been up to this week. Talk soon.",social
"Hey Sara, you've been invited to Sam's event, tap to RSVP. Let me know.",social
"You've been invited to Ahmed's event, tap to RSVP. Cheers.",social
Quick note: your favorite items are back in stock at Globex. Free shipping on orders over $50. Let me know.,promotional
"Hey Jordan, important: changes to your health insurance plan take effect on next week. Cheers.",important
"Hi Taylor, action required: your password will expire in 24 hours, please reset it now.",important
"Hey Omar, important: changes to your health insurance plan take effect on Monday. Let me know.",important
"Hello, reminder: the neighborhood cleanup event is this Friday morning. Thanks!",social
Quick note: can you believe the game last night? Let's watch the next one together. Cheers.,personal
Quick note: your group 'Q3 launch Fans' has 3 new posts today. Best regards.,social
"Hey Sam, thanks for shopping with Hooli! Here's a 30% coupon for your next order. Cheers.",promotional
"Hello, you won! Enter your bank details to receive your $500 winnings instantly. Thanks!",spam
"FYI - act now! You qualify for a free laptop. No purchase necessary, click here immediately.",spam
"Quick note: thanks for helping me move last weekend, I really appreciate it! Thanks!",personal
"Hello, you are our lucky winner! Claim your free laptop today, limited time only! Best regards.",spam
New arrivals just landed! Check out our latest winter collection now. Cheers.,promotional
"Hi Sam, uRGENT: You have been selected to receive $500 cash prize. Claim before it expires! Thanks!",spam
"FYI - your flight on Thursday has been rescheduled, please review the new itinerary. Talk soon.",important
"Hi Chen, hope you're feeling better! Let me know if you need anything.",personal
"Hello, the meeting has been moved to 3 PM tomorrow. Please update your calendar. Cheers.",work
Quick note: reminder: your annual review with HR is scheduled for next week at 9 AM.,important
"Hey Sara, are you free to grab coffee this week? It's been too long since we caught up. Cheers.",personal
"Hey Sara, you have 5 new notifications waiting for you, tap to view. Talk soon.",social
"Hey Omar, thanks for shopping with Globex! Here's a 40% coupon for your next order. Talk soon.",promotional
"FYI - we detected unusual sign-in activity on your account, please confirm it was you. Thanks!",important
"FYI - action required: your password will expire in 24 hours, please reset it now. Cheers.",important
FYI - hope you're feeling better! Let me know if you need anything.,personal
FYI - your account requires immediate verification due to a security issue. Let me know.,important
Exclusive member discount: 10% off your next purchase at Acme Corp. Cheers.,promotional
FYI - please review the budget spreadsheet before our meeting on next week.,work
"Hi Taylor, hi Lena, it was great catching up yesterday, let's do it again soon! Talk soon.",personal
"Hi Sam, let's schedule a call to align on the onboarding flow roadmap this Thursday. Cheers.",work
"Quick note: just booked the trip for next month, so excited to see you! Let me know.",personal
"Hi John, fatima tagged you in a photo, check it out now. Cheers.",social
"You are our lucky winner! Claim your free laptop today, limited time only! Let me know.",spam
"Hey Omar, your favorite items are back in stock at Initech. Free shipping on orders over $50.",promotional
"Hey Sam, hi Omar, it was great catching up yesterday, let's do it again soon! Let me know.",personal
"Hey Ahmed, uRGENT: You have been selected to receive $1000 cash prize. Claim before it expires! Best regards.",spam
"Hey Grace, are you free to grab coffee this week? It's been too long since we caught up.",personal
"FYI - uRGENT: You have been selected to receive $5,000 cash prize. Claim before it expires! Cheers.",spam
"Hello, team standup is at 2 PM today. Please share your updates in the channel.",work
"Hey Taylor, join the local book club meeting this Thursday evening at the library. Talk soon.",social
"Hi Taylor, your account requires immediate verification due to a security issue. Thanks!",important
"Hey Chen, last chance: our winter sale ends tonight. Save 70% before midnight.",promotional
"Hi John, we detected unusual sign-in activity on your account, please confirm it was you.",important
"Hello, you've been chosen for an exclusive $5,000 reward. Click the link below before midnight! Talk soon.",spam
"Hi John, you've been invited to Omar's event, tap to RSVP. Thanks!",social
"You are our lucky winner! Claim your free gift card today, limited time only! Let me know.",spam
"Hello, hey, I found that recipe you were asking about, sending it over now. Talk soon.",personal
"FYI - just booked the trip for next month, so excited to see you! Thanks!",personal
"FYI - please find attached the budget spreadsheet for the website redesign project, feedback welcome.",work
Free laptop waiting for you! Just click and confirm your shipping address to claim.,spam
ALERT: Your account has won a special bonus of $1000. Verify your details to claim now. Talk soon.,spam
FYI - your favorite items are back in stock at Umbrella Inc. Free shipping on orders over $50. Thanks!,promotional
"FYI - you have 5 new notifications waiting for you, tap to view. Let me know.",social
Quick note: reminder: the Q3 launch deadline is Monday. Let me know if you need an extension. Let me know.,work
"FYI - flash sale: 40% off everything at Umbrella Inc store, this weekend only. Cheers.",promotional
"Quick note: happy birthday! Hope you have an amazing day, let's celebrate this weekend. Best regards.",personal
"Hello, notice: scheduled maintenance will affect your account access on next week. Thanks!",important
FYI - can you send me the latest version of the presentation deck by end of day? Thanks!,work
"Hi John, important: changes to your health insurance plan take effect on next week. Talk soon.",important
"URGENT: You have been selected to receive $10,000 cash prize. Claim before it expires! Thanks!",spam
FYI - following up on the migration status — are we still on track for Monday? Let me know.,work
FYI - can you send me the latest version of the budget spreadsheet by end of day? Best regards.,work
"Hi Chen, new arrivals just landed! Check out our latest back-to-school collection now. Best regards.",promotional
Quick note: hope you're feeling better! Let me know if you need anything. Best regards.,personal
"Hello, please find attached the quarterly report for the Q3 launch project, feedback welcome. Best regards.",work
"Hey Noah, reminder: your annual review with HR is scheduled for next week at 3 PM. Thanks!",important
ALERT: Your account has won a special bonus of $1000. Verify your details to claim now. Best regards.,spam
"Hello, please find attached the project plan for the migration project, feedback welcome.",work
Your group 'onboarding flow Fans' has 3 new posts today. Best regards.,social
"Hi Alex, the meeting has been moved to 11:15 AM tomorrow. Please update your calendar. Best regards.",work
"Hello, new newsletter from Initech: top picks and deals just for you this week.",promotional
"Quick note: your flight on Thursday has been rescheduled, please review the new itinerary.",important
"Hi John, your flight on Tuesday has been rescheduled, please review the new itinerary.",important
"Hi Sara, just booked the trip for next month, so excited to see you! Best regards.",personal
"Quick note: thanks for helping me move last weekend, I really appreciate it! Best regards.",personal
"Hi Priya, your flight on Tuesday has been rescheduled, please review the new itinerary. Thanks!",important
"Hello, your flight on Tuesday has been rescheduled, please review the new itinerary.",important
Exclusive member discount: 10% off your next purchase at Initech. Thanks!,promotional
"Hi Omar, new arrivals just landed! Check out our latest holiday collection now. Talk soon.",promotional
"Hello, just booked the trip for next month, so excited to see you! Best regards.",personal
"Hey Ahmed, reminder: the neighborhood cleanup event is this next week morning. Best regards.",social
"Hi Sam, thanks for helping me move last weekend, I really appreciate it! Best regards.",personal
"Hey Grace, reminder: the mobile app deadline is Wednesday. Let me know if you need an extension. Thanks!",work
"Hey Ahmed, following up on the migration status — are we still on track for Friday? Cheers.",work
"Hey Sam, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Thanks!",personal
"Hi Alex, you've been invited to Taylor's event, tap to RSVP. Talk soon.",social
FYI - the client requested changes to the onboarding flow proposal. Can we talk today? Talk soon.,work
"Hi Ahmed, you've been chosen for an exclusive $5,000 reward. Click the link below before midnight! Thanks!",spam
"Hey Omar, don't miss our winter clearance sale — up to 20% off select items. Best regards.",promotional
FYI - free smartwatch waiting for you! Just click and confirm your shipping address to claim. Thanks!,spam
"Hello, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Let me know.",personal
"Hi Priya, hot singles in your area want to chat with you now, click to view profiles!",spam
"Hi Jordan, please find attached the project plan for the Q3 launch project, feedback welcome. Thanks!",work
"Hello, uRGENT: You have been selected to receive $10,000 cash prize. Claim before it expires! Let me know.",spam
"Hello, new arrivals just landed! Check out our latest back-to-school collection now. Talk soon.",promotional
New newsletter from Stark Industries: top picks and deals just for you this week. Thanks!,promotional
"Hello, your flight on Monday has been rescheduled, please review the new itinerary. Let me know.",important
"Hello, your payment for Umbrella Inc could not be processed, please update your billing info. Best regards.",important
"Hi Fatima, we detected unusual sign-in activity on your account, please confirm it was you. Best regards.",important
Reminder: the neighborhood cleanup event is this next week morning. Best regards.,social
"Hello, important: changes to your health insurance plan take effect on Monday.",important
"FYI - just booked the trip for next month, so excited to see you! Best regards.",personal
Can you believe the game last night? Let's watch the next one together. Talk soon.,personal
Thanks for shopping with Globex! Here's a 30% coupon for your next order. Let me know.,promotional
"Hey Taylor, thanks for helping me move last weekend, I really appreciate it! Talk soon.",personal
"Hey Jordan, can you believe the game last night? Let's watch the next one together. Talk soon.",personal
Quick note: are you free to grab coffee this week? It's been too long since we caught up. Cheers.,personal
"Hi Sam, weekly digest: see what your friends have been up to this week. Cheers.",social
"Hey Chen, fINAL NOTICE: Claim your unclaimed prize of $1000 now or lose it forever! Thanks!",spam
Quick note: reminder: the neighborhood cleanup event is this Wednesday morning.,social
"Hi Sam, thanks for shopping with Wonka Industries! Here's a 20% coupon for your next order. Cheers.",promotional
FYI - weekly digest: see what your friends have been up to this week. Best regards.,social
"Hey Maria, flash sale: 50% off everything at Stark Industries store, this weekend only. Best regards.",promotional
"Hello, you won! Enter your bank details to receive your $10,000 winnings instantly. Thanks!",spam
"Hi Chen, you've been invited to Noah's event, tap to RSVP. Talk soon.",social
"FYI - your flight on Tuesday has been rescheduled, please review the new itinerary. Thanks!",important
"Hey Fatima, hot singles in your area want to chat with you now, click to view profiles! Talk soon.",spam
"Hello, fINAL NOTICE: Claim your unclaimed prize of $5,000 now or lose it forever!",spam
"FYI - lena commented on your recent post, come see what they said!",social
"Hey Fatima, i've attached the meeting notes for your review. Let's discuss it in tomorrow's sync. Cheers.",work
Quick note: free smartwatch waiting for you! Just click and confirm your shipping address to claim. Let me know.,spam
"Hello, alex tagged you in a photo, check it out now. Best regards.",social
